	Domain	Phylum	Class	Order	Family	Genus	Species	RandomForestExp	RandomForestPrefer	pH	SOC	TN	MAT	MaxTWarmM	MAP	PWetM	NDVI	ClusterNames
OTU_10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp.	61.88062668	pH	-0.303498986		-0.182397444	-0.209906375					Low pH
OTU_100	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	metagenome	59.29649098	pH	0.215954973	-0.182293943	0.220166094	-0.196816762					High pH and TN with low SOC
OTU_1000	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	metagenome	28.22477961	pH									
OTU_1001	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	35.68211528	pH		-0.240080374	0.148238069	-0.240035951	0.15476464				Low SOC
OTU_1004	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	48.18727437	NDVI	-0.211880779				-0.15591682		-0.16356582		Low pH
OTU_1005	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	metagenome	37.234269	SMDR		0.157242339							High SOC
OTU_1009	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus rifietoensis	4.673718313	STAR			0.184820288						
OTU_1014	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified	64.38037009	pH		0.187352608				-0.163673171	0.263161018		High PWetM
OTU_1015	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Unclassified	51.30481351	pH		-0.149159646		-0.296298243					
OTU_1018	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	23.10300618	pH									
OTU_1021	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified	52.84145111	pH	-0.224502119	0.224880093	-0.218270233	-0.191940608					Low pH
OTU_1022	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	metagenome	63.21340217	pH	-0.28521523	0.148494939							Low pH high SOC
OTU_1023	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	metagenome	36.27534524	pH	-0.22648913	0.13837543							Low pH high SOC
OTU_1027	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	Unclassified	62.60946373	pH	-0.303444773	0.182808021		0.15431428			0.147934507		Low pH high SOC
OTU_103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	Unclassified	47.81146438	SMeanTWarmQ		-0.277836056	0.179689521	-0.331985292	0.154508652		-0.193195767		Low SOC
OTU_1030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium brachiatum	27.83516473	SOC									
OTU_1031	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	Unclassified	12.60835953	PWetM									
OTU_1035	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	39.42868905	TN				-0.230591753	0.208470284		-0.186306775	0.235232719	High MaxTWarmM
OTU_1038	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	21.96450327	SOC									
OTU_1039	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	47.44053529	TN	-0.188977504	-0.17145601		-0.245229278			-0.182983207	0.166541004	Low pH low MAT
OTU_104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	42.27768807	TN			0.162817605		-0.145546119				
OTU_1041	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unclassified	47.80821988	pH									
OTU_1043	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	35.63569568	SOC	-0.27896372	0.252546176	-0.183879358		-0.15531443				Low pH high SOC
OTU_105	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	36.876404	pH	-0.447538855			-0.143087039	0.199831089				Low pH low MAT
OTU_1050	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	-8.083959977	STempSeason									
OTU_1055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	52.30159645	pH	0.319732856								High pH
OTU_1058	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Unclassified	Unclassified	62.40323679	pH	0.307638132	-0.298680909	0.204164873	-0.19062646					High pH and TN with low SOC
OTU_106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	metagenome	48.32029842	pH									
OTU_1064	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Unclassified	29.6940542	pH	0.238082306		0.252189695			-0.179375589	0.23300595		High pH
OTU_1068	Bacteria	Desulfobacterota	Unclassified	delta proteobacterium WX81	Unclassified	Unclassified	Unclassified	46.64189073	MeanTWarmQ								0.195246615	High NDVI
OTU_107	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Unclassified	Unclassified	70.94777208	pH	0.34755052		0.184350616		-0.136224732				High pH
OTU_1073	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	52.41419082	MAP					-0.139129989	-0.149811181			
OTU_10738	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	-26.99581361	pH									
OTU_10739	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	18.2912407	STempSeason									
OTU_1074	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus	metagenome	25.30421718	MeanTWetQ									
OTU_10743	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	30.33555373	TempSeason				-0.151508239	0.253340348				High MaxTWarmM
OTU_1077	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unclassified	51.63714004	pH	0.2836752				-0.15142715	-0.202289211	0.207301226		High pH
OTU_1078	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	Unclassified	28.31415101	STAR	-0.245908727			0.171320337	-0.260923646		0.175352348	-0.15393284	Low pH high SOC
OTU_1079	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	metagenome	12.74563458	pH									
OTU_1082	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	47.37032409	SMaxTWarmM					0.21190901				High MaxTWarmM
OTU_109	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Unclassified	Unclassified	48.70587261	TN					-0.137929508				
OTU_1094	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified	53.94917326	pH	0.188139717					-0.145491567			High pH
OTU_1095	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	57.08550994	SOC				-0.162025757			0.206033917		High PWetM
OTU_1096	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	54.28442501	pH	0.285534929			0.147250856		-0.167759523		0.165130003	High pH
OTU_1098	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified	56.06115452	TN		0.242900837			0.148579671				High MaxTWarmM
OTU_11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	16.23152468	SOC									
OTU_1105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified	51.43155534	NDVI	0.281200561	-0.175432778							High pH
OTU_1106	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified	52.37523277	SMAT				-0.329658491	0.140804201			0.16078364	High MaxTWarmM
OTU_1115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unclassified	32.63839735	pH		-0.179477495		-0.197446916				0.180578114	Low SOC
OTU_1116	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified	-6.673632742	pH									
OTU_1117	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unclassified	Unclassified	75.59117511	pH	0.334144029		0.136992796				0.134373279		High pH
OTU_112	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified	65.69514113	SMDR	-0.366185653				0.174225763		-0.137808561	0.149811727	Low pH
OTU_1120	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	Unclassified	34.83211384	MAP	0.216014403				0.153427289				High MaxTWarmM
OTU_1121	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora chokoriensis	7.389708803	SMaxTWarmM									
OTU_1128	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	Unclassified	47.53711603	PDryM	-0.234487387			0.188036335	-0.236023776		0.211158446		Low pH high SOC
OTU_113	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Unclassified	32.56687914	pH	0.151577884			0.14464167		-0.246920666	0.176076829	0.167679646	High pH
OTU_11334	Bacteria	RCP2-54	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	87.25611193	STempSeason									
OTU_1137	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	37.03951214	pH	0.351142623					-0.204568642			High pH
OTU_114	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	73.19151262	pH				-0.140264493		-0.17994705			
OTU_1141	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unclassified	Unclassified	11.90261315	TN									
OTU_1143	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	31.57216236	SOC									
OTU_1147	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	47.39815232	pH	-0.138683226			-0.137065768	0.134607381				Low pH
OTU_1149	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome	31.32542394	pH	0.250470834								High pH
OTU_1150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	metagenome	51.061725	pH	0.30368679		0.221545964						High pH
OTU_1153	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	18.27618937	TN									
OTU_116	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	metagenome	Unclassified	82.80011369	SMaxTWarmM	-0.281961882		-0.171034453	-0.13778935	-0.172377878				Low pH
OTU_1163	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	54.94005627	pH								-0.14038068	
OTU_1165	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unclassified	Unclassified	21.06812194	SOC									
OTU_1167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	69.4682809	TempSeason	-0.150792743			0.13568884	-0.138043758		0.149877678		Low pH high SOC
OTU_1169	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	Unclassified	39.72579296	pH	-0.215600023		-0.135632512						Low pH
OTU_1172	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp.	39.15746723	pH			-0.146170089			-0.200616827	0.276299972	0.144455133	High PWetM
OTU_118	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	Unclassified	63.96389274	SMDR	-0.376001375		-0.14292868						Low pH high SOC
OTU_1182	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	metagenome	Unclassified	58.94700739	pH		0.377126779	-0.172864914	0.202100007	-0.188576873				High SOC
OTU_11857	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	53.49707552	TempSeason		-0.169521949							
OTU_1189	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified	15.95835887	SOC									
OTU_119	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	59.33765108	PrecSeason		0.15523325			0.237975137	-0.193100214			High MaxTWarmM
OTU_1190	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	metagenome	75.99747187	SOC	0.449989995	-0.234735055	0.353410024						High pH and TN with low SOC
OTU_1193	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Unclassified	8.207938452	pH				-0.142832433	0.203109096				High MaxTWarmM
OTU_1194	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	35.34856716	SMaxTWarmM	-0.140319952		-0.152432878				0.152557571		
OTU_1195	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	OLB17	Unclassified	43.81903819	PWarmQ		-0.218562207	0.164341798						Low SOC
OTU_12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified	72.46123871	NDVI	-0.293645244	0.152739378		0.133181394	-0.159182516				Low pH high SOC
OTU_1201	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unclassified	46.42531196	pH	0.388008521		0.16069562						High pH
OTU_1206	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	25.44942445	NDVI									
OTU_1208	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified	46.99865061	MeanTWetQ	0.347638459								High pH
OTU_12085	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	-3.000139268	PWetM									
OTU_121	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	39.59096736	SIsothermality	-0.169268927	-0.135866359		-0.14183373	0.195980959	-0.177403707	0.145140628	0.140340735	Low pH
OTU_1211	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unclassified	-4.433995329	TempSeason									
OTU_1213	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified	45.30851837	pH		0.230676133					0.221907713		High SOC
OTU_1215	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	36.9542233	pH		-0.139420104	0.135217453			-0.203463549	0.188405974		High PWetM
OTU_122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	39.22730862	pH		-0.232610664	0.271247491						Low SOC
OTU_1220	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified	56.60924533	pH									
OTU_1223	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rhizocola	Unclassified	51.42085851	STAR	0.231512162	-0.260729499	0.272262539	-0.224600062	0.218354075	0.136089619	-0.226612867	0.14918768	Low SOC
OTU_1224	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	26.81481714	PDryQ									
OTU_1225	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces puniciscabiei	8.64978958	TN									
OTU_1229	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified	36.345866	pH							0.148794035		High PWetM
OTU_1235	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	Unclassified	84.59688753	PWarmQ		0.220767648		0.135603255		-0.165692538	0.210336535		High PWetM
OTU_1236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Pararhizobium giardinii	39.91298405	SOC	0.32668475	-0.361884535	0.262325985	-0.179368048		0.149023904			High pH and TN with low SOC
OTU_124	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	metagenome	Unclassified	Unclassified	57.81400749	pH	-0.202073549			-0.159963513			-0.140401302	0.172455384	Low pH low MAT
OTU_1240	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	60.51921384	TN	0.272997455		0.158101244				0.134932592		High pH
OTU_1244	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unclassified	Unclassified	57.43743498	MDR	0.395203934	-0.138668761	0.283789221				-0.183226617		High pH and TN with low SOC
OTU_1248	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unclassified	Unclassified	31.08889907	SOC	-0.288913883			-0.163769737	0.159221724				Low pH low MAT
OTU_125	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	69.84858608	TN	0.441487516			0.15428408					High pH
OTU_1258	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	Unclassified	48.73803206	pH									
OTU_126	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	42.02830151	Isothermality	-0.33009394		-0.246226457	-0.201993694	0.150777941				Low pH
OTU_1261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Unclassified	32.99542888	TN								0.16259958	High NDVI
OTU_1262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	41.13423459	SMaxTWarmM						-0.170916304	0.149643813	0.157784842	High PWetM
OTU_1264	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified	Unclassified	63.51253926	PDryM	-0.290385502								Low pH
OTU_1267	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	Unclassified	68.47013264	pH	-0.141147502	0.158228226							Low pH high SOC
OTU_1271	Bacteria	Desulfobacterota	Unclassified	metagenome	Unclassified	Unclassified	Unclassified	47.24336826	TN		0.184717661						0.139234482	High NDVI
OTU_1274	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	Unclassified	50.18224701	pH	-0.240557999								Low pH
OTU_1279	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	metagenome	Unclassified	53.2239727	pH		0.151868548	-0.178675755						High SOC
OTU_128	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	52.64085106	pH	0.174240942	-0.233456375	0.151152724		-0.134039512			0.190632514	Low SOC
OTU_1287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Paraburkholderia hospita	14.25820177	pH									
OTU_1289	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	63.48302757	pH	0.440517474	-0.250251664	0.231476406						High pH and TN with low SOC
OTU_129	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	60.87923961	pH	-0.381502618	0.144484688							Low pH high SOC
OTU_1294	Bacteria	Desulfobacterota	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	71.73442485	pH	0.290588121		0.240143769				-0.134943998	0.183397016	High pH
OTU_1298	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	30.53071844	TN	-0.306928809								Low pH
OTU_13	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unclassified	47.40169338	pH	-0.454000307								Low pH
OTU_1306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Unclassified	Unclassified	58.85491214	pH	-0.133726318	0.13762541							Low pH high SOC
OTU_1315	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	43.33200258	pH					0.139928833	-0.205791416	0.198683684	0.176368003	High PWetM
OTU_1326	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	metagenome	38.77229052	TN		0.196291199			0.183320729				High MaxTWarmM
OTU_1329	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora coxensis	17.12344767	STAR									
OTU_1330	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	72.7332363	SOC	0.367385781	-0.15642625	0.172884434	0.139661077			0.140410973		High pH and TN with low SOC
OTU_1331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Unclassified	15.7554079	TN									
OTU_1333	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	55.95868482	pH	-0.173781607	0.186635874	-0.22851826						High SOC
OTU_1335	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified	55.11982375	TN	0.241156126				-0.163055103			0.147604829	High pH
OTU_1338	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Rhizobacter gummiphilus	16.19166691	PWarmQ									
OTU_134	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	53.80666098	pH						-0.224583193	0.27730864		High PWetM
OTU_1341	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	0.598817766	pH	-0.135789413								Low pH
OTU_1344	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	13.09931992	pH									
OTU_1346	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unclassified	55.58050402	pH	0.481261219	-0.153931292	0.310262305						High pH and TN with low SOC
OTU_13496	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Unclassified	54.37724635	pH									
OTU_1353	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	19.29389976	pH									
OTU_13541	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	60.14054487	pH									
OTU_136	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	metagenome	68.47456189	pH					-0.176696415				
OTU_1360	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	Unclassified	28.62685367	pH	0.319716329				0.187424431			0.149568996	High pH
OTU_1362	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified	16.34475964	TN									
OTU_1363	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unclassified	Unclassified	34.3203645	PWetM		0.143340282							High SOC
OTU_1365	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	Unclassified	39.33023707	NDVI	0.13538922								High pH
OTU_137	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	45.82063092	PWarmQ	0.157456395				0.339911955				High MaxTWarmM
OTU_1370	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	29.76936341	TN	-0.223148559								Low pH
OTU_1372	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	25.26029169	pH									
OTU_1375	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Unclassified	Unclassified	30.69660699	PColdQ					0.249856791		0.145901338		High PWetM
OTU_1376	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	metagenome	42.36874695	pH	0.201198961		0.24432673			-0.144958838		0.26307839	High pH
OTU_1378	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	metagenome	61.90272211	pH	0.133138697	0.154118756					0.133783999		High PWetM
OTU_138	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	66.41476361	MeanTWarmQ	-0.134000994	0.289060557	-0.177594488						High SOC
OTU_1384	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	43.05504207	PrecSeason		0.221647519	-0.23326323			-0.227832967	0.207630308		High PWetM
OTU_1386	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unclassified	Unclassified	Unclassified	44.53127439	pH					0.137386539				High MaxTWarmM
OTU_1397	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	Unclassified	52.84062378	MeanTWetQ	-0.155769267	0.134753488			-0.264340275		0.153334347		Low pH high SOC
OTU_14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Unclassified	metagenome	51.67478578	pH								0.309502224	High NDVI
OTU_140	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	metagenome	50.06283995	TN	-0.241627105			-0.151117116			-0.2039445	0.141745557	Low pH low MAT
OTU_1401	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	55.41063161	PrecSeason		0.238293037	-0.139651136			-0.256320088	0.288179984		High PWetM
OTU_1403	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	45.29743351	MeanTWarmQ									
OTU_1406	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	53.16059056	pH	0.275599489					-0.197543688			High pH
