	Domain	Phylum	Class	Order	Family	Genus	Species	RandomForestExp	RandomForestPrefer	pH	SOC	TN	MAT	MaxTWarmM	MAP	PWetM	NDVI	ClusterNames
OTU_407	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	38.17969994	pH	-0.229758179			-0.206928393	0.28695709			0.191733821	Low pH low MAT
OTU_408	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	56.64692938	SMAT	0.150036401			-0.270742362					
OTU_409	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	37.40551636	SOC			-0.237536354			-0.154355864	0.135082414		
OTU_40982	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	30.15195238	MAP	0.171771309				-0.147403572	-0.135917977			High pH
OTU_41	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	53.13409367	STAR	-0.144290254								Low pH
OTU_411	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified	35.90556325	MAP	0.244057134					-0.21956095			High pH
OTU_413	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	metagenome	43.07725084	SMaxTWarmM		-0.278340993					-0.187869037	0.22345683	Low SOC
OTU_4131	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified	Unclassified	34.4027641	MeanTWarmQ	-0.20329867	0.16904772							Low pH high SOC
OTU_4147	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	metagenome	26.89305747	MeanTWarmQ	-0.216947935								Low pH
OTU_4149	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified	32.65734805	pH		0.278346143	-0.141186659				0.144684207		High SOC
OTU_4150	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified	Unclassified	24.16011493	TN									
OTU_4168	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified	29.98926701	SMDR	-0.201951473								Low pH
OTU_417	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	52.19003902	TN	0.168205068					-0.202835287	0.267620553		High pH
OTU_418	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces atratus	18.01097399	Isothermality									
OTU_4192	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	35.75559121	pH	-0.251130657							-0.154684366	Low pH
OTU_42	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified	61.2673643	PDryQ					0.169299054		-0.149738566	0.190443785	High NDVI
OTU_421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium ciceri	38.93640219	pH									
OTU_4213	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	Unclassified	29.60125789	SOC	0.162056246	0.148922999	-0.198463921			-0.199436309	0.238386782		High PWetM
OTU_422	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	42.55203363	TN		0.186071222		0.16529761					High SOC
OTU_423	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	45.98469347	pH				-0.292341712	0.338421304	0.162697459	-0.156477879		High MaxTWarmM
OTU_424	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	55.37332268	SOC	-0.153658487			-0.135232535	-0.153861869				Low pH
OTU_427	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	63.75968952	SMDR	-0.294499104	0.152877381							Low pH high SOC
OTU_4289	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	31.60127956	TN	-0.136681598								Low pH
OTU_4308	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	54.20345608	pH	-0.183448086							-0.149286959	Low pH
OTU_432	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia	Unclassified	43.71145368	Isothermality	-0.35949656	-0.150833027		-0.200279979				0.15165189	Low pH
OTU_4324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	23.18156433	TN									
OTU_4325	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified	8.25734121	pH									
OTU_433	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	Unclassified	78.10275051	STAR	0.153111339		0.161493823			0.158840047	-0.202529968		
OTU_435	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Unclassified	83.81718364	STAR	0.28082818	0.170117008						0.258920753	High pH
OTU_436	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas yamanorum	29.47531873	PrecSeason	-0.232036934	-0.255306172	0.134329957				-0.14251968		Low pH
OTU_437	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	56.41240653	Isothermality	-0.26628384			-0.271481234			-0.171847639	0.144360079	Low pH low MAT
OTU_439	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	metagenome	38.99501549	SMAT				-0.266805823					
OTU_4393	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified	-3.606103628	SMinTColdM									
OTU_44	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp.	47.84498075	pH	-0.433601443		-0.168684165						Low pH high SOC
OTU_4406	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	68.25452768	MeanTWarmQ	-0.144215865	0.192353373							Low pH high SOC
OTU_44068	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	9.644923416	TN									
OTU_441	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	4.953939	MeanTWetQ								0.162794802	High NDVI
OTU_4413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	-4.03950179	PrecSeason									
OTU_4442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Unclassified	Unclassified	13.880151	TN									
OTU_4462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	3.170368818	SMeanTDryQ									
OTU_447	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	43.33285784	TN		0.135597356		0.133947784			0.277892861		High SOC
OTU_4480	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus	Unclassified	10.60130607	TN			-0.133703304				0.190608565		
OTU_4508	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Unclassified	23.42754305	Isothermality									
OTU_4513	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unclassified	-6.713357439	SMDR									
OTU_4523	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	8.083851988	PrecSeason									
OTU_4538	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	95.14886211	Isothermality									
OTU_457	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	51.82456849	TN		0.144354649				-0.23887755	0.296630649		High PWetM
OTU_4573	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	metagenome	28.94883719	TN	-0.179143017								Low pH
OTU_459	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	Unclassified	Unclassified	Unclassified	53.63675142	SOC	0.211883052						-0.184274281	0.173559971	High pH
OTU_462	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified	37.85616727	pH	0.264241192	-0.180298641	0.356313559		0.2699228				High pH and TN with low SOC
OTU_465	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces turgidiscabies	65.36720049	SOC	0.260378052						0.215455304		High PWetM
OTU_466	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	76.88880128	MDR	0.407390038	-0.203110518	0.167123504					0.155121982	High pH
OTU_4686	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	-27.58892205	TN									
OTU_47	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unclassified	47.95888471	pH	0.407526956		0.204235115		0.26397243				High pH and TN with low SOC
OTU_473	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	Unclassified	51.11773361	STAR	-0.133338205							0.248527032	High NDVI
OTU_4762	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	27.98131183	pH									
OTU_477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	metagenome	51.807721	SMaxTWarmM	-0.159003204		-0.14672179	-0.135826202					Low pH
OTU_4779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	57.61741686	TAR	0.322409699	-0.200316849	0.28819832						High pH and TN with low SOC
OTU_48	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	65.99328771	Isothermality	-0.314229415	-0.213664767							Low pH
OTU_480	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	57.06361632	TN		-0.20075218				-0.139844378			
OTU_481	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	metagenome	41.58220065	NDVI	-0.334206851	0.155744091							Low pH high SOC
OTU_486	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	46.14860197	TN	-0.215971002	-0.159671967		-0.268310754	0.157141864		-0.163044786	0.188578267	Low pH low MAT
OTU_487	Bacteria	RCP2-54	metagenome	Unclassified	Unclassified	Unclassified	Unclassified	53.10325523	SMaxTWarmM		0.206781044							High SOC
OTU_4879	Bacteria	Planctomycetota	OM190	Unclassified	Unclassified	Unclassified	Unclassified	56.82818656	MDR	0.209326567		0.151297392	0.135022397	-0.13540312				High pH
OTU_4883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	66.03190805	pH									
OTU_4888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	37.27644054	pH									
OTU_49	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	soil metagenome	20.05392965	pH									
OTU_4908	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	41.6355843	pH						-0.254086479	0.227962023		High PWetM
OTU_492	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified	47.38451907	pH	0.165448894		0.275358107						High pH
OTU_4933	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	55.33739885	TempSeason									
OTU_494	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	47.85129706	NDVI	-0.368992677			-0.191342914					Low pH
OTU_4958	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	23.32266786	TN									
OTU_499	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unclassified	37.43316978	pH	-0.14226276	0.150060986		-0.193554703			-0.135539368		Low pH low MAT
OTU_5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	43.27777085	pH	-0.459475117			-0.148027411	0.277275224				Low pH low MAT
OTU_50	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	80.68994835	STAR	-0.325414494								Low pH
OTU_500	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	metagenome	Unclassified	30.65053983	TN	-0.287248773								Low pH
OTU_501	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	7.974004279	pH					0.215793337	-0.201408234	0.280935765		High PWetM
OTU_50124	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	76.94920267	MDR	0.197703366	-0.227403963	0.190790693						High pH and TN with low SOC
OTU_502	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	47.14011393	pH	0.211166069					-0.169461925			High pH
OTU_5039	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	27.93637855	pH									
OTU_504	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified	70.24018537	pH	0.523166292				-0.231779052				High pH
OTU_505	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	93.51137735	SMDR					0.253232863				High MaxTWarmM
OTU_506	Bacteria	Myxococcota	bacteriap25	metagenome	Unclassified	Unclassified	Unclassified	80.8646132	SOC	0.286725799	-0.274683286	0.344177705	-0.15161778	0.183185076				High pH and TN with low SOC
OTU_5060	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified	28.006433	PDryQ	0.191494126		0.142490365		-0.15750963				High pH
OTU_507	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	38.43079414	pH	-0.23222021			-0.244657661					Low pH
OTU_5070	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	70.27744604	STempSeason		-0.144556095							
OTU_508	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	4.502278651	pH									
OTU_5097	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	metagenome	11.74599	pH									
OTU_511	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	90.27636109	MAP							-0.233855774	0.166532413	High NDVI
OTU_51354	Bacteria	Acidobacteriota	Subgroup 5	Unclassified	Unclassified	Unclassified	Unclassified	75.52133509	MeanTWarmQ									
OTU_515	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified	37.89076801	TN	0.145555687	0.176188814		-0.18369208					
OTU_5159	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	22.26307659	pH									
OTU_5189	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	Unclassified	6.753794856	SIsothermality									
OTU_519	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	54.06759401	pH	0.479885688		0.140701339						High pH
OTU_523	Bacteria	Desulfobacterota	Unclassified	metagenome	Unclassified	Unclassified	Unclassified	-11.72951502	SOC									
OTU_524	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	40.75741962	PDryQ	-0.198671575	-0.22838616	0.137777646	-0.157321911			-0.253089402	0.246507044	Low pH low MAT
OTU_525	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified	48.3452605	pH	-0.317740628	0.217667051							Low pH high SOC
OTU_526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	metagenome	50.0318214	pH									
OTU_527	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome	39.36680997	pH	-0.154149445	0.173136959							Low pH high SOC
OTU_53	Bacteria	Chloroflexi	KD4-96	metagenome	Unclassified	Unclassified	Unclassified	35.03964538	TN	-0.437562577	-0.263025565	0.17908939						Low pH
OTU_530	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lavendulae	19.16169234	TN									
OTU_532	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	25.62131455	SOC									
OTU_533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	76.30095132	pH	0.321168214	-0.275639722	0.324538568						High pH and TN with low SOC
OTU_537	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter nitroguajacolicus	2.178769761	Isothermality	-0.205565571	-0.195991588		-0.143647276					Low pH
OTU_53727	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	37.04354795	MeanTWarmQ		-0.220430945	0.229125965	-0.145317523	0.188260165				Low SOC
OTU_539	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified	Unclassified	49.35453439	pH	-0.303051087	0.194977676							Low pH high SOC
OTU_54	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	metagenome	64.40007739	pH									
OTU_540	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified	54.72024365	pH			0.141927917		-0.259040885				
OTU_541	Bacteria	Actinobacteriota	MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified	44.48708224	pH	0.419777938	-0.277696485	0.27414091						High pH and TN with low SOC
OTU_543	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	Psychrobacillus psychrodurans	52.90974929	Isothermality					-0.261711817				
OTU_5432	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified	17.22559443	TempSeason									
OTU_5436	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unclassified	84.66454336	PWetM									
OTU_5455	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	76.85204072	TempSeason	-0.173082812					0.21120757		-0.186174573	Low pH
OTU_546	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	Unclassified	57.26926616	MAP	-0.159692316				-0.1540649				Low pH
OTU_5461	Bacteria	Chloroflexi	Dehalococcoidia	S085	metagenome	Unclassified	Unclassified	36.73279975	pH	0.288800351								High pH
OTU_547	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	52.52842209	SOC	-0.336950941			-0.159691021	0.228722864				Low pH low MAT
OTU_5471	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	13.38050686	TN									
OTU_550	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	metagenome	41.88802954	pH	-0.178664399			-0.169280047		-0.148770081		0.185035524	Low pH
OTU_552	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus butanolivorans	18.15178022	Isothermality									
OTU_555	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	Unclassified	59.98565079	MAP	-0.218880527						0.178608912		Low pH high SOC
OTU_556	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	42.80377355	SOC	0.156327709				-0.173839798				High pH
OTU_5562	Bacteria	Acidobacteriota	Blastocatellia	44524	Unclassified	Unclassified	Unclassified	-23.3724893	pH									
OTU_559	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unclassified	77.80704954	pH		0.135708227						0.210911856	High NDVI
OTU_5593	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	45.71158763	pH		-0.164638937	0.162278495		0.179725185	-0.164574933			Low SOC
OTU_5598	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	54.62431759	STempSeason									
OTU_56	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	47.31590858	SOC	-0.373020169		-0.153940553	-0.149287139					Low pH
OTU_560	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Unclassified	23.0222523	MAP									
OTU_564	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	Unclassified	28.05814432	SMeanTWetQ	-0.206575658			-0.254659022			-0.230632203		Low pH low MAT
OTU_565	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Unclassified	41.55349484	SOC	0.457173498	0.154509293					0.154445416		High pH
OTU_567	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	metagenome	Unclassified	Unclassified	54.67514103	pH			0.246216978						
OTU_567815	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	76.88143833	SMDR	-0.321548425								Low pH
OTU_568	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	bacterium enrichment culture clone Anammox 49	Unclassified	Unclassified	37.96608282	TN	0.164507506	-0.246879736	0.252616533	-0.135132119	0.167577662				High pH and TN with low SOC
OTU_569	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified	64.5731243	pH	-0.221130067				0.165716538		-0.19714386		Low pH
OTU_57	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lincolnensis	42.00548523	pH			0.138021547	0.235893484		-0.253999551	0.277263171		High PWetM
OTU_572	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	metagenome	Unclassified	Unclassified	28.59807832	SOC									
OTU_5771	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	Unclassified	16.99489728	SOC									
OTU_5791	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	67.52856037	TempSeason									
OTU_5792	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	-16.05516628	pH									
OTU_58	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	41.7440335	pH						-0.159783233			
OTU_5803	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	29.33371045	SMaxTWarmM									
OTU_584	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	7.588602764	pH									
OTU_5847	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	28.80644694	pH									
OTU_586	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	59.33833009	pH	-0.286319098	0.159342803	-0.13380059				0.161407275		Low pH high SOC
OTU_59	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	58.0540384	SMDR	-0.427673478		-0.204422931			-0.198066284			Low pH high SOC
OTU_594	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Unclassified	25.64389469	TN									
OTU_5947	Bacteria	Chloroflexi	TK10	bacterium Ellin6519	Unclassified	Unclassified	Unclassified	15.08832107	pH									
OTU_599	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	70.8168375	SMDR	-0.320159506	0.187171082		0.157858772			0.138947885		Low pH high SOC
OTU_6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus	28.70661822	Isothermality	-0.324909501					-0.175123808			Low pH
OTU_60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	53.76726017	SOC	-0.195814665	-0.441375723	0.289883548	-0.175010341	0.266669418				Low SOC
OTU_602	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified	48.97558242	pH	-0.241249687			-0.257222443	0.348528549		-0.149692833		Low pH low MAT
OTU_6021	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	32.87330978	pH	0.325975027			0.175939814					High pH
OTU_6030	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia shinshuensis	-7.15957076	pH									
OTU_604	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unclassified	Unclassified	Unclassified	67.58356311	pH	-0.219569749	0.282043513		0.134651685	-0.18963336			-0.15028947	Low pH high SOC
OTU_612	Bacteria	RCP2-54	metagenome	Unclassified	Unclassified	Unclassified	Unclassified	73.46284441	pH				-0.155089122				0.153702431	High NDVI
OTU_613	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	31.27134122	TN									
OTU_614	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	Unclassified	19.51339978	TN									
OTU_616	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified	Unclassified	70.84831466	MeanTWarmQ	-0.139491486				0.170809685				Low pH
